»ç¾÷Àå¸í,ÀÎÇã°¡ÀÏÀÚ,ÀÎÇã°¡Ãë¼ÒÀÏÀÚ,ÈÞ¾÷½ÃÀÛÀÏÀÚ,ÈÞ¾÷Á¾·áÀÏÀÚ,Æó¾÷ÀÏÀÚ,¿µ¾÷»óÅÂ¸í,¼ÒÀçÁöÀüÃ¼ÁÖ¼Ò,µµ·Î¸íÀüÃ¼ÁÖ¼Ò,ÁÖ¼Ò,"Æó¾÷,ÀüÃâ,ÈÞ¾÷,Ãë¼Ò,¸»¼Ò¿©ºÎ","Æó¾÷,ÀüÃâ,ÈÞ¾÷,Ãë¼Ò,¸»¼ÒÀÏÀÚ","Æó¾÷,ÀüÃâ,ÈÞ¾÷,Ãë¼Ò,¸»¼Ò¿¬µµ",ÀÎÇã°¡¿¬µµ
ÇÑ¸²½ºÆ÷Ã÷¾ÆÄ«µ¥¹Ì,1996-04-27,,,,19990501.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊµ¿ 1553-1¹øÁö,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊ´ë·Î 248  (¼­ÃÊµ¿),¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊ´ë·Î 248  (¼­ÃÊµ¿),1,1999-05-01,1999,1996
I.N.G ½ºÆ÷Ã÷Å¬·´,1997-09-19,,,,20080522.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊµ¿ 1687-2¹øÁö Áß¾Ó¼­ÃÊÇÁ¶óÀÚ ÁöÇÏµ¿ 3È£,"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊÁß¾Ó·Î24±æ 55, ÁöÇÏµ¿ 3È£ (¼­ÃÊµ¿,Áß¾Ó¼­ÃÊÇÁ¶óÀÚ)","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊÁß¾Ó·Î24±æ 55, ÁöÇÏµ¿ 3È£ (¼­ÃÊµ¿,Áß¾Ó¼­ÃÊÇÁ¶óÀÚ)",1,2008-05-22,2008,1997
ÇÑ°æ½ºÆ÷Ã÷Å¬·´,1998-01-21,,,,20090827.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹ÝÆ÷µ¿ 19-4¹øÁö (5Ãþ),"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ½Å¹ÝÆ÷·Î 194  (¹ÝÆ÷µ¿,(5Ãþ))","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ½Å¹ÝÆ÷·Î 194  (¹ÝÆ÷µ¿,(5Ãþ))",1,2009-08-27,2009,1998
ÀÎµµ¾î»çÀÌÅ¬¸µ,2011-03-15,,,,20220503.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿µµîÆ÷µ¿8°¡ 35-1 KT¿µµîÆ÷Áö»ç 1Ãþ,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿µÁß·Î 119 (¿µµîÆ÷µ¿8°¡,KT¿µµîÆ÷Áö»ç 1Ãþ)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿µÁß·Î 119 (¿µµîÆ÷µ¿8°¡,KT¿µµîÆ÷Áö»ç 1Ãþ)",1,2022-05-03,2022,2011
¿¡½º¾ÆÀÌÇÇ¿¥½ºÆ÷ÁÔ(ÁÖ)¿µµîÆ÷Á¡,2011-06-15,,,,20120731.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¾çÆòµ¿4°¡ 156-1¹øÁö »ï¼ºÈ­Àç ¿µµîÆ÷»ç¿Á 12Ãþ,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¾çÆò·Î 76  (¾çÆòµ¿4°¡,»ï¼ºÈ­Àç ¿µµîÆ÷»ç¿Á 12Ãþ)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¾çÆò·Î 76  (¾çÆòµ¿4°¡,»ï¼ºÈ­Àç ¿µµîÆ÷»ç¿Á 12Ãþ)",1,2012-07-31,2012,2011
³×ÀÌÃÄ ÈÖÆ®´Ï½º,2012-05-03,,,,20220706.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ½Å±æµ¿ 50-2,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿µµîÆ÷·Î 347, 10Ãþ (½Å±æµ¿)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿µµîÆ÷·Î 347, 10Ãþ (½Å±æµ¿)",1,2022-07-06,2022,2012
´ç»ê Ã¼·Â´Ü·ÃÀå,2012-06-12,,,,20121008.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ´ç»êµ¿6°¡ 304-2¹øÁö,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ´ç»ê·Î 233, 3Ãþ (´ç»êµ¿6°¡)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ´ç»ê·Î 233, 3Ãþ (´ç»êµ¿6°¡)",1,2012-10-08,2012,2012
(ÁÖ)Á¨½ºÅ¸ ÈÖÆ®´Ï½º ¿µµîÆ÷Á¡,2012-08-01,,,,20130806.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¾çÆòµ¿4°¡ 156-1¹øÁö,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¾çÆò·Î 76, 12Ãþ (¾çÆòµ¿4°¡, »ï¼ºÈ­Àç ¿µµîÆ÷»ç¿Á)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¾çÆò·Î 76, 12Ãþ (¾çÆòµ¿4°¡, »ï¼ºÈ­Àç ¿µµîÆ÷»ç¿Á)",1,2013-08-06,2013,2012
ºñÅ¸¹ÎÈÖÆ®´Ï½º,2007-02-27,,,,20220531.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¾çÆòµ¿4°¡ 64-4 2Ãþ,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¼±À¯·Î49±æ 6 (¾çÆòµ¿4°¡, ½Å±¤ÀÎ¼â°øÀå)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¼±À¯·Î49±æ 6 (¾çÆòµ¿4°¡, ½Å±¤ÀÎ¼â°øÀå)",1,2022-05-31,2022,2007
S.L½ºÆ÷Ã÷,2007-08-24,,,,20220531.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿µµîÆ÷µ¿1°¡ 143-3 6Ãþ,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ °æÀÎ·Î 870 (¿µµîÆ÷µ¿1°¡,6Ãþ)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ °æÀÎ·Î 870 (¿µµîÆ÷µ¿1°¡,6Ãþ)",1,2022-05-31,2022,2007
³Ê¼¶ÈÖÆ®´Ï½º¼¾ÅÍ,2008-01-16,,,,20220317.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿©ÀÇµµµ¿ 13 ÁöÇÏ2Ãþ,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ±¹È¸´ë·Î 800 (¿©ÀÇµµµ¿,ÁöÇÏ2Ãþ)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ±¹È¸´ë·Î 800 (¿©ÀÇµµµ¿,ÁöÇÏ2Ãþ)",1,2022-03-17,2022,2008
³×¿À¸Æ½ºÇï½º,2008-04-30,,,,20220503.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ´ë¸²µ¿ 673 ½ÅÇ³ÇÁ¶óÀÚ 4Ãþ,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ °¡¸¶»ê·Î48±æ 16 (´ë¸²µ¿,½ÅÇ³ÇÁ¶óÀÚ 4Ãþ)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ °¡¸¶»ê·Î48±æ 16 (´ë¸²µ¿,½ÅÇ³ÇÁ¶óÀÚ 4Ãþ)",1,2022-05-03,2022,2008
À£ºù¿ä°¡Çï½º,2008-08-20,,,,20101208.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¹®·¡µ¿4°¡ 67¹øÁö ¸®¹öºä ½Å¾ÈÀÎ½ººô 109µ¿ 2Ãþ,,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¹®·¡µ¿4°¡ 67¹øÁö ¸®¹öºä ½Å¾ÈÀÎ½ººô 109µ¿ 2Ãþ,1,2010-12-08,2010,2008
´ëÁö½ºÆ÷Ã÷ÇÁ¶óÀÚ,2007-04-26,,,,20090107.0,Æó¾÷,"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊµ¿ 1302-2¹øÁö ,3,13 (4Ãþ)","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­¿î·Î 220  (¼­ÃÊµ¿,,3,13 (4Ãþ))","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­¿î·Î 220  (¼­ÃÊµ¿,,3,13 (4Ãþ))",1,2009-01-07,2009,2007
Ä¿ºê½º¼­ÃÊÅ¬·´,2007-05-09,,,,20190507.0,Æó¾÷,,"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ »çÀÓ´ç·Î 174 (¼­ÃÊµ¿, °­³²¹Ì·¡Å¸¿ö 206,207È£)","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ »çÀÓ´ç·Î 174 (¼­ÃÊµ¿, °­³²¹Ì·¡Å¸¿ö 206,207È£)",1,2019-05-07,2019,2007
½ºÆ÷¶óÀÌÇÁ,2007-05-30,,,,20121108.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹æ¹èµ¿ 874-1¹øÁö (ÁöÇÏ1Ãþ),"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹æ¹è·Î 169 (¹æ¹èµ¿,(ÁöÇÏ1Ãþ))","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹æ¹è·Î 169 (¹æ¹èµ¿,(ÁöÇÏ1Ãþ))",1,2012-11-08,2012,2007
½ºÆ÷¶óÀÌÇÁ,2007-10-15,,,,20121108.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊµ¿ 1699-1¹øÁö (ÁöÇÏ1Ãþ),"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊÁß¾Ó·Î 166  (¼­ÃÊµ¿,(ÁöÇÏ1Ãþ))","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊÁß¾Ó·Î 166  (¼­ÃÊµ¿,(ÁöÇÏ1Ãþ))",1,2012-11-08,2012,2007
È«»ùÀÇ ÇÊ¶óÅ×½º,2015-02-09,,,,20200310.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ½Å±æµ¿ 4824¹øÁö ¹æÁÖºôµù,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿©ÀÇ´ë¹æ·Î 11, 6Ãþ (½Å±æµ¿, ¹æÁÖºôµù)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿©ÀÇ´ë¹æ·Î 11, 6Ãþ (½Å±æµ¿, ¹æÁÖºôµù)",1,2020-03-10,2020,2015
¿îµ¿À» ¸¸³ª°í,2016-05-30,,,,20220929.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹æ¹èµ¿ 778-25 3Ãþ,"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹æ¹èÁß¾Ó·Î 155, 3Ãþ (¹æ¹èµ¿)","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹æ¹èÁß¾Ó·Î 155, 3Ãþ (¹æ¹èµ¿)",1,2022-09-29,2022,2016
¿ùµåÈÖÆ®´Ï½ºÅ¬·´,2011-03-07,,,,20131209.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ½ÅÁ¤µ¿ 773-8¹øÁö ¼¼¸íºôµù 3Ãþ,"¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ½ÅÁ¤·Î11±æ 60, 3Ãþ (½ÅÁ¤µ¿, ¼¼¸íºôµù)","¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ½ÅÁ¤·Î11±æ 60, 3Ãþ (½ÅÁ¤µ¿, ¼¼¸íºôµù)",1,2013-12-09,2013,2011
´ë¸²ÈÖÆ®´Ï½º°ñÇÁ,2003-12-04,,,,20111125.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ´ë¸²µ¿ 709-2¹øÁö ÁöÇÏ1Ãþ,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ µµ¸²·Î 158  (´ë¸²µ¿,ÁöÇÏ1Ãþ)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ µµ¸²·Î 158  (´ë¸²µ¿,ÁöÇÏ1Ãþ)",1,2011-11-25,2011,2003
WILL Fitness club,2003-12-29,,,,20150803.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿©ÀÇµµµ¿ 30-3¹øÁö ¿©ÀÇ¼îÇÎ2Ãþ,,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿©ÀÇµµµ¿ 30-3¹øÁö ¿©ÀÇ¼îÇÎ2Ãþ,1,2015-08-03,2015,2003
Çª¸¥½£Çï½º,2003-01-28,,,,20051228.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ½Å±æµ¿ 4936¹øÁö,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ °¡¸¶»ê·Î79±æ 46  (½Å±æµ¿),¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ °¡¸¶»ê·Î79±æ 46  (½Å±æµ¿),1,2005-12-28,2005,2003
¿ÍÀÌ¾ØÄÉÀÌÈÖÆ®´Ï½ºÅ¬·´,2014-09-19,,,,20180406.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¾çÀçµ¿ 3-15¹øÁö Ç³±¹ºôµù ÁöÇÏ1Ãþ,"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ³íÇö·Î 145 (¾çÀçµ¿, Ç³±¹ºôµù ÁöÇÏ1Ãþ)","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ³íÇö·Î 145 (¾çÀçµ¿, Ç³±¹ºôµù ÁöÇÏ1Ãþ)",1,2018-04-06,2018,2014
±×·£µå Çï½ºÅ¬·´,2001-03-16,,,,20190702.0,Æó¾÷,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»µ¿ 413-3¹øÁö 101µ¿ 103È£,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¿ë¸¶»ê·Î129±æ 39 (½Å³»µ¿),¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¿ë¸¶»ê·Î129±æ 39 (½Å³»µ¿),1,2019-07-02,2019,2001
(ÁÖ)½Å¾ÆÈÖÆ®´Ï½º(Çï½º),2001-08-20,,,,20030612.0,Æó¾÷,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»µ¿ 666-0¹øÁö ½Å¾ÆÅ¸¿î,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀÈ­»ê·Î 194 (½Å³»µ¿),¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀÈ­»ê·Î 194 (½Å³»µ¿),1,2003-06-12,2003,2001
BBÇï½º,2001-09-28,,,,20150720.0,Æó¾÷,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ÁßÈ­µ¿ 306-48¹øÁö,¼­¿ïÆ¯º°½Ã Áß¶û±¸ Áß¶û¿ª·Î 98 (ÁßÈ­µ¿),¼­¿ïÆ¯º°½Ã Áß¶û±¸ Áß¶û¿ª·Î 98 (ÁßÈ­µ¿),1,2015-07-20,2015,2001
½ÃÆ¼Çï½º,2001-12-13,,,,20050406.0,Æó¾÷,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ìµ¿ 466-10¹øÁö,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¿ë¸¶»ê·Î 523 (¸Á¿ìµ¿),¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¿ë¸¶»ê·Î 523 (¸Á¿ìµ¿),1,2005-04-06,2005,2001
´ë¸íÇï½ºÅ¬·´,2001-12-24,,,,20200103.0,Æó¾÷,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»µ¿ 502-5¹øÁö,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀÈ­»ê·Î56±æ 153 (½Å³»µ¿),¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀÈ­»ê·Î56±æ 153 (½Å³»µ¿),1,2020-01-03,2020,2001
À£ºù½ºÆ÷Ã÷¼¾ÅÍ,2005-04-04,,,,20091230.0,Æó¾÷,"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹æ¹èµ¿ 750-14¹øÁö ¹ü¾çºôµù 1Ãþ,3Ãþ","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ »çÆò´ë·Î 16  (¹æ¹èµ¿,¹ü¾çºôµù 1Ãþ,3Ãþ)","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ »çÆò´ë·Î 16  (¹æ¹èµ¿,¹ü¾çºôµù 1Ãþ,3Ãþ)",1,2009-12-30,2009,2005
ÇÑ´öÇï½º,1989-12-18,,,,20001231.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹ÝÆ÷µ¿ 0¹øÁö °æ³²»ó°¡ 502È£ ¹øÁöµ¿ ºÒ¸íÈ£,,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹ÝÆ÷µ¿ 0¹øÁö °æ³²»ó°¡ 502È£ ¹øÁöµ¿ ºÒ¸íÈ£,1,2000-12-31,2000,1989
°æ¾ÈÇï½º,1989-12-26,,,,20060504.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¾çÀçµ¿ 4-5¹øÁö,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ³íÇö·Î31±æ 15  (¾çÀçµ¿),¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ³íÇö·Î31±æ 15  (¾çÀçµ¿),1,2006-05-04,2006,1989
ÆÈ¶óÆ¼¿ò Çï½ºÅ¬·´,1990-01-05,,,,20210303.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹ÝÆ÷µ¿ 63-1 4Ãþ,"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ »çÆò´ë·Î 160 (¹ÝÆ÷µ¿, 4Ãþ)","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ »çÆò´ë·Î 160 (¹ÝÆ÷µ¿, 4Ãþ)",1,2021-03-03,2021,1990
ÇÑ±¹Çï½º,1990-02-14,,,,20030521.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊµ¿ 1337-14¹øÁö,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ »çÀÓ´ç·Î 178  (¼­ÃÊµ¿),¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ »çÀÓ´ç·Î 178  (¼­ÃÊµ¿),1,2003-05-21,2003,1990
¿ì¼ºÇï½ºÅ©·´,1991-07-08,,,,19990501.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊµ¿ 1336-1¹øÁö,,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊµ¿ 1336-1¹øÁö,1,1999-05-01,1999,1991
´ºº¸µð,1991-08-09,,,,20000630.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¾çÀçµ¿ 7-61¹øÁö,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ °­³²´ë·Î30±æ 65  (¾çÀçµ¿),¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ °­³²´ë·Î30±æ 65  (¾çÀçµ¿),1,2000-06-30,2000,1991
½ºÆÄ¾¾Æ¼,2004-07-23,,,,20070918.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ´ç»êµ¿5°¡ 9-3¹øÁö,,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ´ç»êµ¿5°¡ 9-3¹øÁö,1,2007-09-18,2007,2004
À¯ÅëÇï½º,2004-07-29,,,,20220421.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ´ç»êµ¿2°¡ 30-2,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿µµîÆ÷·Î 109 (´ç»êµ¿2°¡, ¿µµîÆ÷À¯Åë»ó°¡)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿µµîÆ÷·Î 109 (´ç»êµ¿2°¡, ¿µµîÆ÷À¯Åë»ó°¡)",1,2022-04-21,2022,2004
Áö¿¤Áö°ñÇÁ¾ÆÄ«µ¥¹Ì,2004-09-20,,,,20160329.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¾çÆòµ¿4°¡ 2¹øÁö ÀÌ·¹ºôµù ÁöÇÏ1Ãþ,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¼±À¯µ¿2·Î 57 (¾çÆòµ¿4°¡, ÀÌ·¹ºôµù)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¼±À¯µ¿2·Î 57 (¾çÆòµ¿4°¡, ÀÌ·¹ºôµù)",1,2016-03-29,2016,2004
Çì¶óÁü,2004-12-14,,,,20220531.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ½Å±æµ¿ 156-3,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ µµ½Å·Î 222 (½Å±æµ¿),¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ µµ½Å·Î 222 (½Å±æµ¿),1,2022-05-31,2022,2004
µ¿¿øÇï½º,2004-03-27,,,,20060512.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿©ÀÇµµµ¿ 18¹øÁö ¿µ½Å»ó°¡ 3Ãþ,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿©ÀÇ°ø¿ø·Î 13  (¿©ÀÇµµµ¿,¿µ½Å»ó°¡ 3Ãþ)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿©ÀÇ°ø¿ø·Î 13  (¿©ÀÇµµµ¿,¿µ½Å»ó°¡ 3Ãþ)",1,2006-05-12,2006,2004
ÆË½º ÀÌÅ»¸®¾Æ Áü,2006-11-24,,,,20120423.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¸ñµ¿ 905-34¹øÁö ÇÏ³ªÇÁ¶óÀÚ,"¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¸ñµ¿¼­·Î 133-2  (¸ñµ¿,ÇÏ³ªÇÁ¶óÀÚ)","¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¸ñµ¿¼­·Î 133-2  (¸ñµ¿,ÇÏ³ªÇÁ¶óÀÚ)",1,2012-04-23,2012,2006
ÇØÇÇ,2012-09-04,,,,20130322.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿µµîÆ÷µ¿3°¡ 10-6¹øÁö,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ °æÀÎ·Î 853, 2Ãþ (¿µµîÆ÷µ¿3°¡)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ °æÀÎ·Î 853, 2Ãþ (¿µµîÆ÷µ¿3°¡)",1,2013-03-22,2013,2012
Çï½ºÄÚ¸®¾ÆÅ¬·´,2004-03-15,,,,20170419.0,Æó¾÷,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ 129-12¹øÁö,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ·Î 431 (¸é¸ñµ¿),¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ·Î 431 (¸é¸ñµ¿),1,2017-04-19,2017,2004
ÇÏ³ª½ºÆ÷Ã÷Å¬·´,2004-06-30,,,,20110119.0,Æó¾÷,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀµ¿ 118-8¹øÁö,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ì·Î 266-1 (»óºÀµ¿),¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ì·Î 266-1 (»óºÀµ¿),1,2011-01-19,2011,2004
±¤ÇöÇï½º,2004-07-20,,,,20200103.0,Æó¾÷,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ 649-3¹øÁö,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »ç°¡Á¤·Î52±æ 22 (¸é¸ñµ¿),¼­¿ïÆ¯º°½Ã Áß¶û±¸ »ç°¡Á¤·Î52±æ 22 (¸é¸ñµ¿),1,2020-01-03,2020,2004
»ï¼º»ý¸í¼­ÃÊÃ¼À°°ü,2008-03-03,,,,20080610.0,Æó¾÷,"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊµ¿ 1646-5¹øÁö (1,2Ãþ)","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ »çÀÓ´ç·Î23±æ 30  (¼­ÃÊµ¿,(1,2Ãþ))","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ »çÀÓ´ç·Î23±æ 30  (¼­ÃÊµ¿,(1,2Ãþ))",1,2008-06-10,2008,2008
¿îÈ­·¹Æ÷Ã÷,2008-08-19,,,,20110329.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¾çÀçµ¿ 20-28¹øÁö (5Ãþ),"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ °­³²´ë·Î 156-1  (¾çÀçµ¿,(5Ãþ))","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ °­³²´ë·Î 156-1  (¾çÀçµ¿,(5Ãþ))",1,2011-03-29,2011,2008
¿ÀÄÉÀÌÅäÅ»ÈÖÆ®´Ï½º,2008-12-19,,,,20150424.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹ÝÆ÷µ¿ 55-2¹øÁö (ÁöÇÏ2Ãþ),"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ °í¹«·¡·Î 18-4  (¹ÝÆ÷µ¿,(ÁöÇÏ2Ãþ))","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ °í¹«·¡·Î 18-4  (¹ÝÆ÷µ¿,(ÁöÇÏ2Ãþ))",1,2015-04-24,2015,2008
